Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1991","1991","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1992","1992","1000 ha","1378","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1992","1992","1000 ha","103","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1992","1992","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1993","1993","1000 ha","1622","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1993","1993","1000 ha","103","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1993","1993","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1994","1994","1000 ha","1627","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1994","1994","1000 ha","103","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1994","1994","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1995","1995","1000 ha","1633","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1995","1995","1000 ha","103","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1995","1995","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1996","1996","1000 ha","1647","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1996","1996","1000 ha","108","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1996","1996","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1997","1997","1000 ha","1607","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1997","1997","1000 ha","113","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1997","1997","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1998","1998","1000 ha","1564","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1998","1998","1000 ha","116","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1998","1998","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","1999","1999","1000 ha","1547","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","1999","1999","1000 ha","121","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","1999","1999","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2000","2000","1000 ha","1545","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2000","2000","1000 ha","124","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2000","2000","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2001","2001","1000 ha","1466","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2001","2001","1000 ha","129","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2001","2001","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2002","2002","1000 ha","1415","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2002","2002","1000 ha","241","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2002","2002","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2003","2003","1000 ha","1252","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2003","2003","1000 ha","243","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2003","2003","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2004","2004","1000 ha","1325","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2004","2004","1000 ha","232","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2004","2004","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2005","2005","1000 ha","1287","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2005","2005","1000 ha","236","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2005","2005","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2006","2006","1000 ha","1374","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2006","2006","1000 ha","253","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2006","2006","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2007","2007","1000 ha","1365","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2007","2007","1000 ha","262","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2007","2007","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2008","2008","1000 ha","1245","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2008","2008","1000 ha","272","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2009","2009","1000 ha","1171","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2009","2009","1000 ha","281","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2009","2009","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2010","2010","1000 ha","1291","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2010","2010","1000 ha","288","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2010","2010","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2011","2011","1000 ha","1161","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2011","2011","1000 ha","291","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2011","2011","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2012","2012","1000 ha","1204","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2012","2012","1000 ha","297","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2012","2012","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2013","2013","1000 ha","1201","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2013","2013","1000 ha","298","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2013","2013","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2014","2014","1000 ha","1153.6","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2014","2014","1000 ha","298","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2014","2014","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2015","2015","1000 ha","1137.6","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2015","2015","1000 ha","295","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2016","2016","1000 ha","1095.8","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2016","2016","1000 ha","290","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2016","2016","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2017","2017","1000 ha","1163","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2017","2017","1000 ha","289","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2017","2017","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2018","2018","1000 ha","1167","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2018","2018","1000 ha","285","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2018","2018","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2019","2019","1000 ha","1158","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2019","2019","1000 ha","294","A","Official figure",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2020","2020","1000 ha","1158","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2020","2020","1000 ha","294","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","22000","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6621","Arable land","2021","2021","1000 ha","1158","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6650","Permanent crops","2021","2021","1000 ha","294","I","Imputed value",""
"RL","Land Use","249","Yemen","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","22000","I","Imputed value",""
