Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Germany,DEU,51.6483831237648,48.9124516406362,47.8588626461821,47.9363714531384,47.9590666743106,47.6843370735058,47.7631164667831,47.6415364359723,47.7002776267209,47.4970663155786,47.4856177910072,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ghana,GHA,55.4979344291114,56.1023121209458,54.7731216489409,54.3845249186956,54.564096422607,54.3110758547948,53.1069873428848,53.694038850312,54.8473863936011,55.393019913595,55.393019913595,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greece,GRC,71.5438324282389,66.1675717610551,55.4926299456943,48.1070597362296,48.0915438324282,47.6027928626843,46.9630783553142,46.1108642358417,45.5173622963538,45.5173622963538,45.5173622963538,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greenland,GRL,0.693005560433128,0.584236813253746,0.592203678889024,0.592228042392496,0.59227676939944,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Grenada,GRD,38.2352941176471,35.2941176470588,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guam,GUM,37.037037037037,37.037037037037,33.3333333333333,33.3333333333333,31.4814814814815,31.4814814814815,31.4814814814815,29.6296296296296,29.6296296296296,29.6296296296296,29.6296296296296,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guatemala,GTM,39.9869354236655,44.4356103023516,39.408361328854,39.9860022396417,41.6573348264278,41.9354236655468,42.2135125046659,42.491601343785,42.7696901829041,43.0384471817842,43.0384471817842,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea,GIN,57.5492430408595,57.2969233273645,59.0102555754517,59.1445547777959,59.1933908513755,59.2747843073417,59.3968744912909,59.5067556568452,59.5393130392316,59.5596614032232,59.5718704216181,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea-Bissau,GNB,20.5785917496444,23.5817923186344,27.4858463726885,27.7861308677098,28.0864153627312,28.3865576102418,28.6866998577525,28.9868421052632,28.9868421052632,28.9868421052632,28.9868421052632,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guyana,GUY,5.12065024130048,5.23579730759461,5.29337058674117,5.29337058674117,5.29337058674117,5.29337058674117,5.29337058674117,5.29337058674117,5.29337058674117,5.29337058674117,5.29845059690119,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Haiti,HTI,57.9462989840348,61.3207547169811,75.0362844702467,75.0362844702467,75.0362844702467,75.0362844702467,72.9317851959361,72.3875181422351,64.9492017416546,64.9492017416546,65.1306240928882,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Honduras,HND,29.6719992850121,26.2311198498525,30.1188667441237,30.1635534900349,30.1635534900349,30.6014835999643,31.1734739476271,31.361158280454,31.361158280454,31.6203414067388,31.9599606756636,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Hong Kong SAR, China",HKG,8.08080808080808,6.66666666666667,4.85714285714286,4.85714285714286,4.85714285714286,4.76190476190476,4.85714285714286,4.76190476190476,4.76190476190476,3.80952380952381,3.80952380952381,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Hungary,HUN,72.0373873372649,65.32024101763,58.0691483486137,57.6813499890423,57.6813499890423,57.8785886478194,58.1087004163927,58.031996493535,57.8347578347578,53.8754394039009,55.2672430418584,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.9625935162095,18.8428927680798,18.6753117206983,18.6753117206983,18.6733167082294,18.6733167082294,18.6733167082294,18.565903005058,18.565903005058,18.565903005058,18.565903005058,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,India,IND,61.0162821750376,60.8689656564162,60.4394606466455,60.4495508191538,60.4317248477225,60.3990999566123,60.2839387997403,60.2435646561437,60.2198133654425,60.0458628611021,60.0459264291889,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Indonesia,IDN,24.8861484789437,25.1273089646496,30.3432348753861,30.5189987424894,30.7853076320399,31.7972814123319,33.7147054170956,34.0342760845563,34.1407996403765,34.2473231961967,34.1337419293713,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Iran, Islamic Rep.",IRN,37.7587858247992,38.6085119968565,28.2141015250866,28.2141015250866,28.2141015250866,28.2141015250866,28.6194144838213,28.9152542372881,28.9604519568567,28.984694422188,29.008936825886,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iraq,IRQ,21.1034135857512,19.4343462057297,20.4173653853241,21.3508458334869,21.3508458334869,21.4429845575498,21.4890539195813,21.5351232816128,21.5811926436443,21.7424354107544,21.7078833892308,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ireland,IRL,65.864421541588,63.814196545217,64.9876614893308,64.8279866453767,64.3054144287995,64.7554071708521,65.1618522281899,65.5537813906227,65.6699085498621,65.495717811003,62.9554362026419,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Isle of Man,IMN,69.4736842105263,76.8421052631579,68.0701754385965,68.2456140350877,70.8771929824561,71.4035087719298,70.5263157894737,70.7017543859649,70.7017543859649,69.8245614035088,68.7719298245614,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Israel,ISR,26.7560073937153,26.1552680221811,24.043438077634,24.8475046210721,24.6719038817006,25.5083179297597,29.7597042513863,29.6349353049908,29.5009242144177,29.8706099815157,29.7365988909427,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Italy,ITA,57.2574886947061,52.8780797922345,46.0912085162215,44.5086196984965,43.7748124902779,43.3250596852407,43.3743295977925,41.948748469826,44.3699956377212,42.332263616904,41.9422315930434,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jamaica,JAM,43.9519852262235,44.2289935364728,38.6703601108033,38.5872576177285,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Japan,JPN,15.9956116291827,14.4252400548697,13.4211248285322,13.360768175583,13.2949245541838,13.2043895747599,13.1083676268861,13.0205761316872,12.9355281207133,12.8449931412894,12.7818930041152,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jordan,JOR,11.7883046237534,12.1146872166818,11.901329128182,11.9846812345123,11.8979499887362,12.0067582788916,11.3426447398063,11.5093489524668,11.6730860193256,11.5886208527603,11.5210487195081,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kazakhstan,KAZ,..,79.7841612030966,80.3771159758492,80.304996851502,80.1050857502685,80.0985665073897,80.088046820017,80.0222617327851,79.2585472459903,79.2692521391266,79.1924658295366,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kenya,KEN,47.0358786941702,46.8619320378114,48.5697719366061,48.5890993428682,48.6101837860632,48.6295111923253,48.6488385985873,48.6681660048494,48.6874934111115,48.6874934111115,48.6874934111115,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kiribati,KIR,48.1481481481481,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Dem. People's Rep.",PRK,20.9118843949838,21.1776430529026,21.8420396976995,21.8420396976995,21.8420396976995,21.7589901170999,21.5928909559007,21.5928909559007,21.5513661656009,21.5513661656009,21.5513661656009,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Rep.",KOR,22.5896744764669,20.4540742276591,18.154291462238,17.9441650415683,17.815177792601,17.4460708387613,17.1951594708235,16.9401148482363,16.7725409836066,16.608606557377,16.4241803278689,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kuwait,KWT,7.91245791245791,8.30527497194164,8.61952861952862,8.53535353535353,8.38383838383838,8.41750841750842,8.49607182940516,8.41750841750842,8.41750841750842,8.41750841750842,8.41750841750842,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kyrgyz Republic,KGZ,..,55.8602711157456,55.0401459854015,55.0422314911366,55.0375391032325,54.958811261731,54.9535974973931,54.0709071949948,54.0583941605839,54.0552659019812,54.0464025026069,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lao PDR,LAO,7.19237435008666,7.82495667244367,10.1169844020797,10.1169844020797,10.1169844020797,10.1169844020797,9.78726169844021,9.45753899480069,9.12781629116118,8.7998266897747,8.7998266897747,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Latvia,LVA,..,25.5194690407701,30.1637552830765,30.0834043100262,30.2842817426519,31.0315457920195,31.0636861812397,31.1440371542899,31.4975814357112,31.6406877711715,31.6567571910654,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lebanon,LBN,59.1397849462366,58.1622678396872,64.5161290322581,64.7116324535679,65.0048875855327,65.5913978494624,65.8181818181818,65.6451612903226,65.6207233626589,66.2072336265885,66.4027370478983,..
