Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","072","Botswana","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","072","Botswana","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","072","Botswana","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","072","Botswana","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","072","Botswana","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","072","Botswana","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6600","Country area","2008","2008","1000 ha","851577","A","Official figure",""
"RL","Land Use","076","Brazil","5110","Area","6600","Country area","2015","2015","1000 ha","851577","A","Official figure",""
"RL","Land Use","076","Brazil","5110","Area","6601","Land area","2008","2008","1000 ha","835814","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6601","Land area","2015","2015","1000 ha","835814","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6602","Agriculture","2008","2008","1000 ha","230392.6","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6602","Agriculture","2015","2015","1000 ha","235438.2","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6610","Agricultural land","2008","2008","1000 ha","230392.6","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6610","Agricultural land","2015","2015","1000 ha","235438.2","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6620","Cropland","2008","2008","1000 ha","61125","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6620","Cropland","2015","2015","1000 ha","62987","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6621","Arable land","2008","2008","1000 ha","50159","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6621","Arable land","2015","2015","1000 ha","54518","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6630","Temporary crops","2008","2008","1000 ha","36981.0991","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6630","Temporary crops","2015","2015","1000 ha","41506.8475","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","4254.5524","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","4677.5871","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","8923.3486","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","8333.5654","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6650","Permanent crops","2008","2008","1000 ha","10966","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6650","Permanent crops","2015","2015","1000 ha","8469","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","169267.6","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","172451.2","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","1000 ha","113509","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","1000 ha","123253","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","55758.6","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","49198.2","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","932.12","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","750","I","Imputed value",""
"RL","Land Use","076","Brazil","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","076","Brazil","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6600","Country area","2008","2008","1000 ha","15","A","Official figure",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6600","Country area","2015","2015","1000 ha","15","A","Official figure",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6601","Land area","2008","2008","1000 ha","15","A","Official figure",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6601","Land area","2015","2015","1000 ha","15","A","Official figure",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6602","Agriculture","2008","2008","1000 ha","7","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6602","Agriculture","2015","2015","1000 ha","7","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6610","Agricultural land","2008","2008","1000 ha","7","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6610","Agricultural land","2015","2015","1000 ha","7","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6620","Cropland","2008","2008","1000 ha","2","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6620","Cropland","2015","2015","1000 ha","2","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6621","Arable land","2008","2008","1000 ha","1","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6621","Arable land","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6630","Temporary crops","2008","2008","1000 ha","0.7373","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6630","Temporary crops","2015","2015","1000 ha","0.7613","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","0.1276","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.1131","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","0.1352","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.1256","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6650","Permanent crops","2008","2008","1000 ha","1","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6650","Permanent crops","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","5","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","5","I","Imputed value",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6671","Agriculture area under organic agric.","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6671","Agriculture area under organic agric.","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","092","British Virgin Islands","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6600","Country area","2008","2008","1000 ha","577","A","Official figure",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6600","Country area","2015","2015","1000 ha","577","A","Official figure",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6601","Land area","2008","2008","1000 ha","527","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6601","Land area","2015","2015","1000 ha","527","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6602","Agriculture","2008","2008","1000 ha","12.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6602","Agriculture","2015","2015","1000 ha","13.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6610","Agricultural land","2008","2008","1000 ha","12.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6610","Agricultural land","2015","2015","1000 ha","13.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6620","Cropland","2008","2008","1000 ha","9","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6620","Cropland","2015","2015","1000 ha","10","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6621","Arable land","2008","2008","1000 ha","4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6621","Arable land","2015","2015","1000 ha","4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6630","Temporary crops","2008","2008","1000 ha","2.9697","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6630","Temporary crops","2015","2015","1000 ha","3.0622","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","0.4896","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.4354","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","0.5406","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.5024","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6650","Permanent crops","2008","2008","1000 ha","5","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6650","Permanent crops","2015","2015","1000 ha","6","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","3.4","A","Official figure",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","3.4","A","Official figure",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","3.4","I","Imputed value",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6671","Agriculture area under organic agric.","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6671","Agriculture area under organic agric.","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","096","Brunei Darussalam","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6600","Country area","2008","2008","1000 ha","11100","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6600","Country area","2015","2015","1000 ha","11100","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6601","Land area","2008","2008","1000 ha","10861","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6601","Land area","2015","2015","1000 ha","10856","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6602","Agriculture","2008","2008","1000 ha","5101","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6602","Agriculture","2015","2015","1000 ha","5011.9","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6610","Agricultural land","2008","2008","1000 ha","5101","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6610","Agricultural land","2015","2015","1000 ha","5011.9","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6620","Cropland","2008","2008","1000 ha","3272","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6620","Cropland","2015","2015","1000 ha","3643.2","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6621","Arable land","2008","2008","1000 ha","3088","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6621","Arable land","2015","2015","1000 ha","3509.7","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6630","Temporary crops","2008","2008","1000 ha","2757","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6630","Temporary crops","2015","2015","1000 ha","3179.8","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","102","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","94.7","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","229","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","235.2","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6650","Permanent crops","2008","2008","1000 ha","184","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6650","Permanent crops","2015","2015","1000 ha","133.5","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","1829","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1368.7","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","16.7","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","118.8","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6672","Agriculture area certified organic","2008","2008","1000 ha","4","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6672","Agriculture area certified organic","2015","2015","1000 ha","96","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6668","Cropland area under organic agric.","2015","2015","1000 ha","87","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6669","Cropland area certified organic","2015","2015","1000 ha","67.6","I","Imputed value",""
"RL","Land Use","100","Bulgaria","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","1000 ha","31.8","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","1000 ha","28.4","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","100","Bulgaria","5110","Area","6774","Cropland area under protective cover","2008","2008","1000 ha","2.13","A","Official figure",""
"RL","Land Use","100","Bulgaria","5110","Area","6774","Cropland area under protective cover","2015","2015","1000 ha","1.3","A","Official figure",""
"RL","Land Use","854","Burkina Faso","5110","Area","6600","Country area","2008","2008","1000 ha","27422","A","Official figure",""
"RL","Land Use","854","Burkina Faso","5110","Area","6600","Country area","2015","2015","1000 ha","27422","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6601","Land area","2008","2008","1000 ha","27360","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6601","Land area","2015","2015","1000 ha","27360","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6602","Agriculture","2008","2008","1000 ha","10999.5","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6602","Agriculture","2015","2015","1000 ha","11986","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6610","Agricultural land","2008","2008","1000 ha","10999.5","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6610","Agricultural land","2015","2015","1000 ha","11986","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6620","Cropland","2008","2008","1000 ha","4999.5","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6620","Cropland","2015","2015","1000 ha","5986","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6621","Arable land","2008","2008","1000 ha","4857","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6621","Arable land","2015","2015","1000 ha","5526","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6630","Temporary crops","2008","2008","1000 ha","3580.9565","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6630","Temporary crops","2015","2015","1000 ha","4207.1763","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","698.3848","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","615.5983","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","577.6586","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","703.2254","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6650","Permanent crops","2008","2008","1000 ha","142.5","A","Official figure",""
"RL","Land Use","854","Burkina Faso","5110","Area","6650","Permanent crops","2015","2015","1000 ha","460","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","6000","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","6000","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","16.4","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","23.9","I","Imputed value",""
"RL","Land Use","854","Burkina Faso","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","854","Burkina Faso","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
